timestamp, name, memory.total [MiB], memory.used [MiB], utilization.gpu [%], utilization.memory [%], clocks.current.sm [MHz], clocks.current.memory [MHz]
2017/12/19 06:58:26.222, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:26.322, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:26.423, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:26.523, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:26.624, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:26.724, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:26.825, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:26.925, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:27.026, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:27.126, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:27.227, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:27.327, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:27.427, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:27.528, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:27.628, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:27.729, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:27.829, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:27.930, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:28.030, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:28.131, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:28.231, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:28.332, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:28.432, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:28.533, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:28.633, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:28.734, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:28.834, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:28.935, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:29.035, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:29.136, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:29.236, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:29.336, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:29.437, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:29.537, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:29.638, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:29.738, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:29.839, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:29.939, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:30.040, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:30.140, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:30.240, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:30.341, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:30.441, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:30.542, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:30.642, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:30.743, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:30.843, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:30.944, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:31.044, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:31.144, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:31.245, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:31.345, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:31.446, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:31.546, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:31.647, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:31.748, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:31.848, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:31.948, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:32.049, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:32.149, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:32.250, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:32.350, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:32.451, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:32.551, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:32.652, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:32.752, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:32.852, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:32.953, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:33.053, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:33.154, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:33.254, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:33.355, Tesla M60, 7613 MiB, 1109 MiB, 0 %, 0 %, 556 MHz, 2505 MHz
2017/12/19 06:58:33.455, Tesla M60, 7613 MiB, 1157 MiB, 91 %, 64 %, 632 MHz, 2505 MHz
2017/12/19 06:58:33.556, Tesla M60, 7613 MiB, 1157 MiB, 91 %, 64 %, 632 MHz, 2505 MHz
2017/12/19 06:58:33.656, Tesla M60, 7613 MiB, 1157 MiB, 99 %, 100 %, 708 MHz, 2505 MHz
2017/12/19 06:58:33.756, Tesla M60, 7613 MiB, 1157 MiB, 99 %, 100 %, 708 MHz, 2505 MHz
2017/12/19 06:58:33.857, Tesla M60, 7613 MiB, 1157 MiB, 72 %, 83 %, 784 MHz, 2505 MHz
2017/12/19 06:58:33.957, Tesla M60, 7613 MiB, 1109 MiB, 58 %, 64 %, 873 MHz, 2505 MHz
2017/12/19 06:58:34.058, Tesla M60, 7613 MiB, 1109 MiB, 58 %, 64 %, 873 MHz, 2505 MHz
2017/12/19 06:58:34.158, Tesla M60, 7613 MiB, 1109 MiB, 90 %, 100 %, 974 MHz, 2505 MHz
2017/12/19 06:58:34.258, Tesla M60, 7613 MiB, 1109 MiB, 90 %, 100 %, 974 MHz, 2505 MHz
2017/12/19 06:58:34.359, Tesla M60, 7613 MiB, 1109 MiB, 91 %, 100 %, 1075 MHz, 2505 MHz
2017/12/19 06:58:34.459, Tesla M60, 7613 MiB, 1109 MiB, 91 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:34.559, Tesla M60, 7613 MiB, 1109 MiB, 91 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:34.660, Tesla M60, 7613 MiB, 1109 MiB, 88 %, 94 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:34.760, Tesla M60, 7613 MiB, 1109 MiB, 88 %, 94 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:34.861, Tesla M60, 7613 MiB, 1109 MiB, 90 %, 97 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:34.961, Tesla M60, 7613 MiB, 1109 MiB, 90 %, 97 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:35.061, Tesla M60, 7613 MiB, 1109 MiB, 90 %, 97 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:35.162, Tesla M60, 7613 MiB, 1109 MiB, 89 %, 95 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:35.262, Tesla M60, 7613 MiB, 1109 MiB, 89 %, 95 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:35.362, Tesla M60, 7613 MiB, 1109 MiB, 86 %, 93 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:35.463, Tesla M60, 7613 MiB, 1109 MiB, 89 %, 96 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:35.563, Tesla M60, 7613 MiB, 1109 MiB, 89 %, 96 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:35.664, Tesla M60, 7613 MiB, 1109 MiB, 90 %, 97 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:35.764, Tesla M60, 7613 MiB, 1109 MiB, 90 %, 97 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:35.864, Tesla M60, 7613 MiB, 1109 MiB, 89 %, 96 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:35.965, Tesla M60, 7613 MiB, 1109 MiB, 89 %, 96 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:36.065, Tesla M60, 7613 MiB, 1109 MiB, 89 %, 96 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:36.165, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:36.266, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:36.366, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:36.467, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:36.567, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:36.667, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:36.768, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:36.868, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:36.968, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:37.069, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:37.169, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:37.269, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:37.370, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:37.470, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:37.571, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:37.671, Tesla M60, 7613 MiB, 1109 MiB, 99 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:37.771, Tesla M60, 7613 MiB, 1109 MiB, 99 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:37.872, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:37.972, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:38.072, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:38.173, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:38.273, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:38.374, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:38.474, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:38.574, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:38.675, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:38.775, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:38.875, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:38.976, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:39.076, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:39.176, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:39.277, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:39.377, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:39.478, Tesla M60, 7613 MiB, 1109 MiB, 99 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:39.578, Tesla M60, 7613 MiB, 1109 MiB, 99 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:39.678, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:39.779, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:39.879, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:39.979, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:40.080, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:40.180, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:40.280, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:40.381, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:40.481, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:40.582, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:40.682, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:40.782, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:40.883, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:40.983, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:41.083, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:41.184, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:41.284, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:41.384, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:41.485, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:41.585, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:41.686, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:41.786, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:41.886, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:41.987, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:42.087, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:42.187, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:42.288, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:42.388, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:42.488, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:42.589, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:42.689, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:42.789, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:42.890, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:42.990, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:43.091, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:43.191, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:43.291, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:43.392, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:43.492, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:43.592, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:43.693, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:43.793, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:43.894, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:43.994, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:44.094, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:44.195, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:44.295, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:44.395, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:44.496, Tesla M60, 7613 MiB, 1109 MiB, 99 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:44.596, Tesla M60, 7613 MiB, 1109 MiB, 99 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:44.696, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:44.797, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:44.897, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:44.998, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:45.098, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
2017/12/19 06:58:45.198, Tesla M60, 7613 MiB, 1109 MiB, 100 %, 100 %, 1177 MHz, 2505 MHz
